,fdd_var,fdd_desc,cohort
43494,s6livpar,s6livpar:w6 s Number of living parents,elsa
43495,s7livpar,s7livpar:w7 s Number of living parents,elsa
43496,h1coresd, h1coresd:w1 Any Child co-reside,elsa
43497,h2coresd, h2coresd:w2 Any Child co-reside,elsa
43498,h3coresd,h3coresd:w3 Any Child co-reside,elsa
43499,h4coresd,h4coresd:w4 Any Child co-reside,elsa
43500,h5coresd,h5coresd:w5 Any Child co-reside,elsa
43501,h6coresd,h6coresd:w6 Any Child co-reside,elsa
43502,h7coresd,h7coresd:w7 Any Child co-reside,elsa
43503,r1kcntf,r1kcntf:w1 r any weekly contact w/ children in person,elsa
43504,r2kcntf,r2kcntf:w2 r any weekly contact w/ children in person,elsa
43505,r3kcntf,r3kcntf:w3 r any weekly contact w/ children in person,elsa
43506,r4kcntf,r4kcntf:w4 r any weekly contact w/ children in person,elsa
43507,r5kcntf,r5kcntf:w5 r any weekly contact w/ children in person,elsa
43508,r6kcntf,r6kcntf:w6 r any weekly contact w/ children in person,elsa
43509,r7kcntf,r7kcntf:w7 r any weekly contact w/ children in person,elsa
43510,s1kcntf,s1kcntf:w1 s any weekly contact w/ children in person,elsa
43511,s2kcntf,s2kcntf:w2 s any weekly contact w/ children in person,elsa
43512,s3kcntf,s3kcntf:w3 s any weekly contact w/ children in person,elsa
43513,s4kcntf,s4kcntf:w4 s any weekly contact w/ children in person,elsa
43514,s5kcntf,s5kcntf:w5 s any weekly contact w/ children in person,elsa
43515,s6kcntf,s6kcntf:w6 s any weekly contact w/ children in person,elsa
43516,s7kcntf,s7kcntf:w7 s any weekly contact w/ children in person,elsa
43517,r1kcntpm,r1kcntpm:w1 r any weekly contact w/ children-phone/email,elsa
43518,r2kcntpm,r2kcntpm:w2 r any weekly contact w/ children-phone/email,elsa
43519,r3kcntpm,r3kcntpm:w3 r any weekly contact w/ children-phone/email,elsa
43520,r4kcntpm,r4kcntpm:w4 r any weekly contact w/ children-phone/email,elsa
43521,r5kcntpm,r5kcntpm:w5 r any weekly contact w/ children-phone/email,elsa
43522,r6kcntpm,r6kcntpm:w6 r any weekly contact w/ children-phone/email,elsa
43523,r7kcntpm,r7kcntpm:w7 r any weekly contact w/ children-phone/email,elsa
43524,s1kcntpm,s1kcntpm:w1 s any weekly contact w/ children-phone/email,elsa
43525,s2kcntpm,s2kcntpm:w2 s any weekly contact w/ children-phone/email,elsa
43526,s3kcntpm,s3kcntpm:w3 s any weekly contact w/ children-phone/email,elsa
43527,s4kcntpm,s4kcntpm:w4 s any weekly contact w/ children-phone/email,elsa
43528,s5kcntpm,s5kcntpm:w5 s any weekly contact w/ children-phone/email,elsa
43529,s6kcntpm,s6kcntpm:w6 s any weekly contact w/ children-phone/email,elsa
43530,s7kcntpm,s7kcntpm:w7 s any weekly contact w/ children-phone/email,elsa
43531,r1kcnt,r1kcnt:w1 r any weekly contact w/ children in person/phone/email,elsa
43532,r2kcnt,r2kcnt:w2 r any weekly contact w/ children in person/phone/email,elsa
43533,r3kcnt,r3kcnt:w3 r any weekly contact w/ children in person/phone/email,elsa
43534,r4kcnt,r4kcnt:w4 r any weekly contact w/ children in person/phone/email,elsa
43535,r5kcnt,r5kcnt:w5 r any weekly contact w/ children in person/phone/email,elsa
43536,r6kcnt,r6kcnt:w6 r any weekly contact w/ children in person/phone/email,elsa
43537,r7kcnt,r7kcnt:w7 r any weekly contact w/ children in person/phone/email,elsa
43538,s1kcnt,s1kcnt:w1 s any weekly contact w/ children in person/phone/email,elsa
43539,s2kcnt,s2kcnt:w2 s any weekly contact w/ children in person/phone/email,elsa
43540,s3kcnt,s3kcnt:w3 s any weekly contact w/ children in person/phone/email,elsa
43541,s4kcnt,s4kcnt:w4 s any weekly contact w/ children in person/phone/email,elsa
43542,s5kcnt,s5kcnt:w5 s any weekly contact w/ children in person/phone/email,elsa
43543,s6kcnt,s6kcnt:w6 s any weekly contact w/ children in person/phone/email,elsa
43544,s7kcnt,s7kcnt:w7 s any weekly contact w/ children in person/phone/email,elsa
43545,r1rcntf,r1rcntf:w1 r any weekly contact w/ relative in person,elsa
43546,r2rcntf,r2rcntf:w2 r any weekly contact w/ relative in person,elsa
43547,r3rcntf,r3rcntf:w3 r any weekly contact w/ relative in person,elsa
43548,r4rcntf,r4rcntf:w4 r any weekly contact w/ relative in person,elsa
43549,r5rcntf,r5rcntf:w5 r any weekly contact w/ relative in person,elsa
43550,r6rcntf,r6rcntf:w6 r any weekly contact w/ relative in person,elsa
43551,r7rcntf,r7rcntf:w7 r any weekly contact w/ relative in person,elsa
43552,s1rcntf,s1rcntf:w1 s any weekly contact w/ relative in person,elsa
43553,s2rcntf,s2rcntf:w2 s any weekly contact w/ relative in person,elsa
43554,s3rcntf,s3rcntf:w3 s any weekly contact w/ relative in person,elsa
43555,s4rcntf,s4rcntf:w4 s any weekly contact w/ relative in person,elsa
43556,s5rcntf,s5rcntf:w5 s any weekly contact w/ relative in person,elsa
43557,s6rcntf,s6rcntf:w6 s any weekly contact w/ relative in person,elsa
43558,s7rcntf,s7rcntf:w7 s any weekly contact w/ relative in person,elsa
43559,r2rcntpm,r2rcntpm:w2 r any weekly contact w/ relative-phone/email,elsa
43560,r3rcntpm,r3rcntpm:w3 r any weekly contact w/ relative-phone/email,elsa
43561,r5rcntpm,r5rcntpm:w5 r any weekly contact w/ relative-phone/email,elsa
43562,r6rcntpm,r6rcntpm:w6 r any weekly contact w/ relative-phone/email,elsa
43563,r7rcntpm,r7rcntpm:w7 r any weekly contact w/ relative-phone/email,elsa
43564,s2rcntpm,s2rcntpm:w2 s any weekly contact w/ relative-phone/email,elsa
43565,s3rcntpm,s3rcntpm:w3 s any weekly contact w/ relative-phone/email,elsa
43566,s5rcntpm,s5rcntpm:w5 s any weekly contact w/ relative-phone/email,elsa
43567,s6rcntpm,s6rcntpm:w6 s any weekly contact w/ relative-phone/email,elsa
43568,s7rcntpm,s7rcntpm:w7 s any weekly contact w/ relative-phone/email,elsa
43569,r1rcntm,r1rcntm:w1 r any weekly contact w/ relative email,elsa
43570,r4rcntm,r4rcntm:w4 r any weekly contact w/ relative email,elsa
43571,s1rcntm,s1rcntm:w1 s any weekly contact w/ relative email,elsa
43572,s4rcntm,s4rcntm:w4 s any weekly contact w/ relative email,elsa
43573,r2rcnt,r2rcnt:w2 r any weekly contact w/ relative in person/phone/email,elsa
43574,r3rcnt,r3rcnt:w3 r any weekly contact w/ relative in person/phone/email,elsa
43575,r5rcnt,r5rcnt:w5 r any weekly contact w/ relative in person/phone/email,elsa
43576,r6rcnt,r6rcnt:w6 r any weekly contact w/ relative in person/phone/email,elsa
43577,r7rcnt,r7rcnt:w7 r any weekly contact w/ relative in person/phone/email,elsa
43578,s2rcnt,s2rcnt:w2 s any weekly contact w/ relative in person/phone/email,elsa
43579,s3rcnt,s3rcnt:w3 s any weekly contact w/ relative in person/phone/email,elsa
43580,s5rcnt,s5rcnt:w5 s any weekly contact w/ relative in person/phone/email,elsa
43581,s6rcnt,s6rcnt:w6 s any weekly contact w/ relative in person/phone/email,elsa
43582,s7rcnt,s7rcnt:w7 s any weekly contact w/ relative in person/phone/email,elsa
43583,r1fcntf,r1fcntf:w1 r any weekly contact w/ friend in person,elsa
43584,r2fcntf,r2fcntf:w2 r any weekly contact w/ friend in person,elsa
43585,r3fcntf,r3fcntf:w3 r any weekly contact w/ friend in person,elsa
43586,r4fcntf,r4fcntf:w4 r any weekly contact w/ friend in person,elsa
43587,r5fcntf,r5fcntf:w5 r any weekly contact w/ friend in person,elsa
43588,r6fcntf,r6fcntf:w6 r any weekly contact w/ friend in person,elsa
43589,r7fcntf,r7fcntf:w7 r any weekly contact w/ friend in person,elsa
43590,s1fcntf,s1fcntf:w1 s any weekly contact w/ friend in person,elsa
43591,s2fcntf,s2fcntf:w2 s any weekly contact w/ friend in person,elsa
43592,s3fcntf,s3fcntf:w3 s any weekly contact w/ friend in person,elsa
43593,s4fcntf,s4fcntf:w4 s any weekly contact w/ friend in person,elsa
43594,s5fcntf,s5fcntf:w5 s any weekly contact w/ friend in person,elsa
43595,s6fcntf,s6fcntf:w6 s any weekly contact w/ friend in person,elsa
43596,s7fcntf,s7fcntf:w7 s any weekly contact w/ friend in person,elsa
43597,r1fcntpm,r1fcntpm:w1 r any weekly contact w/ friend phone/email,elsa
43598,r2fcntpm,r2fcntpm:w2 r any weekly contact w/ friend phone/email,elsa
43599,r3fcntpm,r3fcntpm:w3 r any weekly contact w/ friend phone/email,elsa
43600,r4fcntpm,r4fcntpm:w4 r any weekly contact w/ friend phone/email,elsa
43601,r5fcntpm,r5fcntpm:w5 r any weekly contact w/ friend phone/email,elsa
43602,r6fcntpm,r6fcntpm:w6 r any weekly contact w/ friend phone/email,elsa
43603,r7fcntpm,r7fcntpm:w7 r any weekly contact w/ friend phone/email,elsa
43604,s1fcntpm,s1fcntpm:w1 s any weekly contact w/ friend phone/email,elsa
43605,s2fcntpm,s2fcntpm:w2 s any weekly contact w/ friend phone/email,elsa
43606,s3fcntpm,s3fcntpm:w3 s any weekly contact w/ friend phone/email,elsa
43607,s4fcntpm,s4fcntpm:w4 s any weekly contact w/ friend phone/email,elsa
43608,s5fcntpm,s5fcntpm:w5 s any weekly contact w/ friend phone/email,elsa
43609,s6fcntpm,s6fcntpm:w6 s any weekly contact w/ friend phone/email,elsa
43610,s7fcntpm,s7fcntpm:w7 s any weekly contact w/ friend phone/email,elsa
43611,r1fcnt,r1fcnt:w1 r any weekly contact w/ friend in person/phone/email,elsa
43612,r2fcnt,r2fcnt:w2 r any weekly contact w/ friend in person/phone/email,elsa
43613,r3fcnt,r3fcnt:w3 r any weekly contact w/ friend in person/phone/email,elsa
43614,r4fcnt,r4fcnt:w4 r any weekly contact w/ friend in person/phone/email,elsa
43615,r5fcnt,r5fcnt:w5 r any weekly contact w/ friend in person/phone/email,elsa
43616,r6fcnt,r6fcnt:w6 r any weekly contact w/ friend in person/phone/email,elsa
43617,r7fcnt,r7fcnt:w7 r any weekly contact w/ friend in person/phone/email,elsa
43618,s1fcnt,s1fcnt:w1 s any weekly contact w/ friend in person/phone/email,elsa
43619,s2fcnt,s2fcnt:w2 s any weekly contact w/ friend in person/phone/email,elsa
43620,s3fcnt,s3fcnt:w3 s any weekly contact w/ friend in person/phone/email,elsa
43621,s4fcnt,s4fcnt:w4 s any weekly contact w/ friend in person/phone/email,elsa
43622,s5fcnt,s5fcnt:w5 s any weekly contact w/ friend in person/phone/email,elsa
43623,s6fcnt,s6fcnt:w6 s any weekly contact w/ friend in person/phone/email,elsa
43624,s7fcnt,s7fcnt:w7 s any weekly contact w/ friend in person/phone/email,elsa
43625,r1rcaany,r1rcaany:w1 R Received any informal care from family,elsa
43626,r2rcaany,r2rcaany:w2 R Received any informal care from family,elsa
43627,r3rcaany,r3rcaany:w3 R Received any informal care from family,elsa
43628,r4rcaany,r4rcaany:w4 R Received any informal care from family,elsa
43629,r5rcaany,r5rcaany:w5 R Received any informal care from family,elsa
43630,s1rcaany,s1rcaany:w1 S Received any informal care from family,elsa
43631,s2rcaany,s2rcaany:w2 S Received any informal care from family,elsa
43632,s3rcaany,s3rcaany:w3 S Received any informal care from family,elsa
43633,s4rcaany,s4rcaany:w4 S Received any informal care from family,elsa
43634,s5rcaany,s5rcaany:w5 S Received any informal care from family,elsa
43635,r1gcaany,r1gcaany:w1 R Gave any informal care to anyone,elsa
43636,r2gcaany,r2gcaany:w2 R Gave any informal care to anyone,elsa
43637,r3gcaany,r3gcaany:w3 R Gave any informal care to anyone,elsa
43638,r4gcaany,r4gcaany:w4 R Gave any informal care to anyone,elsa
43639,r5gcaany,r5gcaany:w5 R Gave any informal care to anyone,elsa
43640,r6gcaany,r6gcaany:w6 R Gave any informal care to anyone,elsa
43641,r7gcaany,r7gcaany:w7 R Gave any informal care to anyone,elsa
43642,s1gcaany,s1gcaany:w1 S Gave any informal care to anyone,elsa
43643,s2gcaany,s2gcaany:w2 S Gave any informal care to anyone,elsa
43644,s3gcaany,s3gcaany:w3 S Gave any informal care to anyone,elsa
43645,s4gcaany,s4gcaany:w4 S Gave any informal care to anyone,elsa
43646,s5gcaany,s5gcaany:w5 S Gave any informal care to anyone,elsa
43647,s6gcaany,s6gcaany:w6 S Gave any informal care to anyone,elsa
43648,s7gcaany,s7gcaany:w7 S Gave any informal care to anyone,elsa
43649,r1gkcare,r1gkcare:w1 R gave care to grandchildren,elsa
43650,r2gkcare,r2gkcare:w2 R gave care to grandchildren,elsa
43651,r3gkcare,r3gkcare:w3 R gave care to grandchildren,elsa
43652,r4gkcare,r4gkcare:w4 R gave care to grandchildren,elsa
43653,r5gkcare,r5gkcare:w5 R gave care to grandchildren,elsa
43654,r6gkcare,r6gkcare:w6 R gave care to grandchildren,elsa
43655,r7gkcare,r7gkcare:w7 R gave care to grandchildren,elsa
43656,s1gkcare,s1gkcare:w1 S gave care to grandchildren,elsa
43657,s2gkcare,s2gkcare:w2 S gave care to grandchildren,elsa
43658,s3gkcare,s3gkcare:w3 S gave care to grandchildren,elsa
43659,s4gkcare,s4gkcare:w4 S gave care to grandchildren,elsa
43660,s5gkcare,s5gkcare:w5 S gave care to grandchildren,elsa
43661,s6gkcare,s6gkcare:w6 S gave care to grandchildren,elsa
43662,s7gkcare,s7gkcare:w7 S gave care to grandchildren,elsa
43663,h2gany,h2gany:w2 any transfers given,elsa
43664,h4gany,h4gany:w4 Any transfers given,elsa
43665,h5gany,h5gany:w5 Any transfers given,elsa
43666,h6gany,h6gany:w6 Any transfers given,elsa
43667,h7gany,h7gany:w7 Any transfers given,elsa
43668,h4tcany,h4tcany:w4 Any transfers given to children/ grandchildren,elsa
43669,h5tcany,h5tcany:w5 Any transfers given to children/ grandchildren,elsa
43670,h6tcany,h6tcany:w6 Any transfers given to children/ grandchildren,elsa
43671,h7tcany,h7tcany:w7 Any transfers given to children/ grandchildren,elsa
43672,h4toany,h4toany:w4 Any transfers given to other relatives,elsa
43673,h5toany,h5toany:w5 Any transfers given to other relatives,elsa
43674,h6toany,h6toany:w6 Any transfers given to other relatives,elsa
43675,h7toany,h7toany:w7 Any transfers given to other relatives,elsa
43676,h4tfany,h4tfany:w4 Any transfers given to other non-relatives,elsa
43677,h5tfany,h5tfany:w5 Any transfers given to other non-relatives,elsa
43678,h6tfany,h6tfany:w6 Any transfers given to other non-relatives,elsa
43679,h7tfany,h7tfany:w7 Any transfers given to other non-relatives,elsa
43680,r1socyr,r1socyr:w1 R participate in social activities,elsa
43681,r2socyr,r2socyr:w2 R participate in social activities,elsa
43682,r3socyr,r3socyr:w3 R participate in social activities,elsa
43683,r4socyr,r4socyr:w4 R participate in social activities,elsa
43684,r5socyr,r5socyr:w5 R participate in social activities,elsa
43685,r6socyr,r6socyr:w6 R participate in social activities,elsa
43686,r7socyr,r7socyr:w7 R participate in social activities,elsa
43687,s1socyr,s1socyr:w1 S participate in social activities,elsa
43688,s2socyr,s2socyr:w2 S participate in social activities,elsa
43689,s3socyr,s3socyr:w3 S participate in social activities,elsa
43690,s4socyr,s4socyr:w4 S participate in social activities,elsa
43691,s5socyr,s5socyr:w5 S participate in social activities,elsa
43692,s6socyr,s6socyr:w6 S participate in social activities,elsa
43693,s7socyr,s7socyr:w7 S participate in social activities,elsa
43694,r1work,r1work:w1 R working for pay,elsa
43695,r2work,r2work:w2 R working for pay,elsa
43696,r3work,r3work:w3 R working for pay,elsa
43697,r4work,r4work:w4 R working for pay,elsa
43698,r5work,r5work:w5 R working for pay,elsa
43699,r6work,r6work:w6 R working for pay,elsa
43700,r7work,r7work:w7 R working for pay,elsa
43701,s1work,s1work:w1 S working for pay,elsa
43702,s2work,s2work:w2 S working for pay,elsa
43703,s3work,s3work:w3 S working for pay,elsa
43704,s4work,s4work:w4 S working for pay,elsa
43705,s5work,s5work:w5 S working for pay,elsa
43706,s6work,s6work:w6 S working for pay,elsa
43707,s7work,s7work:w7 S working for pay,elsa
43708,r1work2,r1work2:w1 R Works at 2nd job,elsa
43709,r2work2,r2work2:w2 R Works at 2nd job,elsa
43710,r3work2,r3work2:w3 R Works at 2nd job,elsa
43711,r4work2,r4work2:w4 R Works at 2nd job,elsa
43712,r5work2,r5work2:w5 R Works at 2nd job,elsa
43713,r6work2,r6work2:w6 R Works at 2nd job,elsa
43714,r7work2,r7work2:w7 R Works at 2nd job,elsa
43715,s1work2,s1work2:w1 S Works at 2nd job,elsa
43716,s2work2,s2work2:w2 S Works at 2nd job,elsa
43717,s3work2,s3work2:w3 S Works at 2nd job,elsa
43718,s4work2,s4work2:w4 S Works at 2nd job,elsa
43719,s5work2,s5work2:w5 S Works at 2nd job,elsa
43720,s6work2,s6work2:w6 S Works at 2nd job,elsa
43721,s7work2,s7work2:w7 S Works at 2nd job,elsa
43722,r1slfemp,r1slfemp:w1 r Whether Self-Employed,elsa
43723,r2slfemp,r2slfemp:w2 r Whether Self-Employed,elsa
43724,r3slfemp,r3slfemp:w3 r Whether Self-Employed,elsa
43725,r4slfemp,r4slfemp:w4 r Whether Self-Employed,elsa
43726,r5slfemp,r5slfemp:w5 r Whether Self-Employed,elsa
43727,r6slfemp,r6slfemp:w6 r Whether Self-Employed,elsa
43728,r7slfemp,r7slfemp:w7 r Whether Self-Employed,elsa
43729,s1slfemp,s1slfemp:w1 s Whether Self-Employed,elsa
43730,s2slfemp,s2slfemp:w2 s Whether Self-Employed,elsa
43731,s3slfemp,s3slfemp:w3 s Whether Self-Employed,elsa
43732,s4slfemp,s4slfemp:w4 s Whether Self-Employed,elsa
43733,s5slfemp,s5slfemp:w5 s Whether Self-Employed,elsa
43734,s6slfemp,s6slfemp:w6 s Whether Self-Employed,elsa
43735,s7slfemp,s7slfemp:w7 s Whether Self-Employed,elsa
43736,r1lbrf_e,r1lbrf_e:w1 R labor force status,elsa
43737,r2lbrf_e,r2lbrf_e:w2 R labor force status,elsa
43738,r3lbrf_e,r3lbrf_e:w3 R labor force status,elsa
43739,r4lbrf_e,r4lbrf_e:w4 R labor force status,elsa
43740,r5lbrf_e,r5lbrf_e:w5 R labor force status,elsa
43741,r6lbrf_e,r6lbrf_e:w6 R labor force status,elsa
43742,r7lbrf_e,r7lbrf_e:w7 R labor force status,elsa
43743,s1lbrf_e,s1lbrf_e:w1 S labor force status,elsa
43744,s2lbrf_e,s2lbrf_e:w2 S labor force status,elsa
43745,s3lbrf_e,s3lbrf_e:w3 S labor force status,elsa
43746,s4lbrf_e,s4lbrf_e:w4 S labor force status,elsa
43747,s5lbrf_e,s5lbrf_e:w5 S labor force status,elsa
43748,s6lbrf_e,s6lbrf_e:w6 S labor force status,elsa
43749,s7lbrf_e,s7lbrf_e:w7 S labor force status,elsa
43750,r1inlbrf,r1inlbrf:W1 =1 if r is in the labor force,elsa
43751,r2inlbrf,r2inlbrf:W2 =1 if r is in the labor force,elsa
43752,r3inlbrf,r3inlbrf:W3 =1 if r is in the labor force,elsa
43753,r4inlbrf,r4inlbrf:W4 =1 if r is in the labor force,elsa
43754,r5inlbrf,r5inlbrf:W5 =1 if r is in the labor force,elsa
43755,r6inlbrf,r6inlbrf:W6 =1 if r is in the labor force,elsa
43756,r7inlbrf,r7inlbrf:W7 =1 if r is in the labor force,elsa
43757,s1inlbrf,s1inlbrf:W1 =1 if s is in the labor force,elsa
43758,s2inlbrf,s2inlbrf:W2 =1 if s is in the labor force,elsa
43759,s3inlbrf,s3inlbrf:W3 =1 if s is in the labor force,elsa
